"faqNbr","carClassNbr","faqCarNbr","faqCarNm","question","answer"
2154,6309,362,현대 더 뉴 벨로스터,뒷자리 쓰임새는 어떤가요?,"5도어 해치백으로서 접근하면 실망할 겁니다. 천장이 낮아 갑갑하기 때문이죠. 대신 ‘쿠페나 3도어 해치백에 문이 달렸다’고 여기면 만족할 수 있습니다. 가끔 친구들 태우는 용도라면 더욱 마음에 들 거예요."
2155,6309,362,현대 더 뉴 벨로스터,중고차 살 때 유의할 점은?,"감마 엔진 내구성 이슈가 있으니 가급적 무상 AS(엔진은 5년 또는 10만km까지) 남은 매물을 찾는 게 좋습니다. 단, 터보 모델을 고를 때는 ECU를 맵핑한 적이 없는지 꼭 확인하세요. 그 경우 무상 보증을 받을 수 없게 되니까요."
2156,6309,362,현대 더 뉴 벨로스터,터보 버전은 기름 많이 먹나요?,공인연비 12.3km/L로 1.6L 노말(12.4km/L)과 별 차이 없습니다. DCT 덕을 본 거죠. 시속 80~120km 정도로 항속하면 14~15km/L의 좋은 연비를 내고 마구 밟고 다녀도 8km/L 언저리를 유지합니다. 기름값 부담은 별로 없다는 얘기.
2157,5504,343,제네시스 EQ900,직접 몰고 다닐 만할까요?,운전 감각이 제네시스 G80과 흡사합니다. 직접 운전하는 게 어렵지 않아요. 오히려 정숙성과 승차감이 좋아 탈 만하죠. 다만 자주 다니는 곳의 주차 환경은 체크해보세요. 차체가 길쭉해 옛날에 지어진 주차장 진입로는 드나들기 힘들거든요.
2158,5504,343,제네시스 EQ900,수입 디젤차보다 유지비 많이 들죠?,유지비를 ‘기름값’으로 한정한다면 맞는 얘기입니다. 하지만 소모품 교환이나 수리비까지 포함하면 아니에요. 무상 AS와 소모품 무상 교환이 5년 또는 12만km까지 제공되기 때문이죠. 압도적인 서비스망도 수입차와 비교 불가입니다.
2159,5504,343,제네시스 EQ900,"3.3T는 시끄럽지 않나요?",‘터보 엔진’이라고 해서 다 시끄러운 건 아닙니다. 특히 EQ900에서는 말도 안 되는 얘기지요. 3.8보다 훨씬 힘이 좋으면서도 자동차세는 적게 내는 게 EQ900 3.3T 모델의 매력. 꼭 선택지에 올려보세요.
2160,5504,343,제네시스 EQ900,H트랙 빠진 모델은 어떨까요?,아무 상관 없습니다. 마치 후륜구동은 코너 돌다 벼랑으로 떨어질 것처럼 묘사되지만 실제 주행안정성은 큰 차이 없습니다. 겨울이 걱정이세요? 눈길에서 사륜+올시즌타이어보다 후륜+윈터타이어 조합이 더 강하다는 건 이미 널리 알려진 사실이죠.
2161,5504,343,제네시스 EQ900,벤츠보다 안전합니까?,"미국 IIHS는 그 해의 가장 안전한 차를 꼽아 ‘탑 세이프티 픽 플러스’라는 훈장을 수여합니다. 2017~2018년, 벤츠와 더불어 EQ900도 여기 선정됐습니다. 정말이지 모든 항목에서 최고 등급을 받았습니다. 충분히 안전한 차예요."
2162,5689,322,"현대 LF 쏘나타
                하이브리드",연비가 2.0보다 얼만큼 좋은가요?,"50% 정도 잘 나옵니다. 2.0L CVVL 모델이 가솔린 1L로 9~10km 간다면 하이브리드는 14~15km 갈 수 있습니다. 실제 차주들의 연비도 15~20km/L라고 하니 노말보다 살짝 비싼 차값을 금세 보전할 수 있을 것입니다."
2163,5689,322,"현대 LF 쏘나타
                하이브리드",힘이 달리지는 않나요?,"2.0 CVVL보다 잘 나갑니다. 비공식적인 레포트에 따르면 현재는 단종된 쏘나타 2.4 GDI와 가속력이 거의 비슷하거나 오히려 더 빠르다고. 시스템 출력 191마력으로 시속 160km까지는 전혀 답답함을 느낄 수 없습니다."
2164,5689,322,"현대 LF 쏘나타
                하이브리드",고장 나면 어떡하나요?,"그런 걱정을 덜기 위해 현대가 하이브리드 전용 부품의 무상 보증기간을 확대했습니다. 요컨대 구동 모터, 배터리, 전력 제어 모듈 등의 무상 AS를 10년 또는 20만km까지 제공합니다. 이 정도면 되팔 때까지 고장 걱정 없겠죠."
2165,5689,322,"현대 LF 쏘나타
                하이브리드",중고차도 친환경차 혜택 대상인가요?,아쉽게도 2025년부터 취득세 면제 혜택은 종료되었습니다.중고 차량 구매 시에도 감면 혜택을 받을 수 없습니다.
2166,5689,322,"현대 LF 쏘나타
                하이브리드",트렁크가 작지 않나요?,YF 쏘나타 하이브리드까진 모터 구동용 배터리 수납 때문에 그랬었는데요. LF 쏘나타 하이브리드부터는 모터용 배터리를 스페어 타이어 쪽에 수납해 짐 공간을 거의 잃지 않았습니다. 참고로 1~2열의 실내 공간은 노말과 완전히 같습니다.
2167,3755,302,"현대 NF 쏘나타
                트랜스폼",안전에 대한 걱정이 듭니다.,아무래도 연식이 있으니 어쩔 수 없는 부분이겠지요. 정 그렇다면 엘레강스 스페셜 또는 프리미엄 블랙에 세이프티 팩이 들어간 매물을 찾으세요. 이들에는 사이드 & 커튼에어백과 차체 자세 제어장치가 기본으로 달렸었으니까요.
2168,3755,302,"현대 NF 쏘나타
                트랜스폼",저도 LPG 버전을 살 수 있나요?,"17년 1월부터는 ‘출고된 지 5년 넘은 LPG차를 누구나 구입 가능’합니다. NF는 단종으로부터 5년 지났으니 모든 LPG 매물을 살 수 있는 거죠. 예전과 달리 LPI 엔진은 힘과 연비가 좋습니다. 특히 NF는 택시를 통해 내구성까지 입증되었습니다."
2169,3755,302,"현대 NF 쏘나타
                트랜스폼",LPG 모델 살 때 유의점은 뭐예요?,평범한 장애우가 타던 매물을 찾는 센스가 필요합니다. 같은 LPG 차여도 렌트용으로 썼던 거라든가 택시였던 차는 상태가 ‘메롱’이기 때문. 이러한 렌트 이력이나 택시부활 여부는 보험이력 내지 등록 원부 조회를 통해 쉽게 알 수 있습니다.
2170,3755,302,"현대 NF 쏘나타
                트랜스폼",부식 문제는 없나요?,"네, 괜찮습니다. 트랜스폼은 2007년 이후부터 나왔기에 부식 문제로부터 자유롭습니다. 현 시점에서 초기형 NF와 비교할 때 가장 큰 장점이죠. 이 부분 하나만으로도 트랜스폼을 고를 이유는 충분합니다."
2171,3755,302,"현대 NF 쏘나타
                트랜스폼",요즘 차보다 좁지 않나요?,"LF 쏘나타보다는 좁은 게 사실. 특히 레그룸이 부족합니다. 하지만 썩어도 준치라고, 준중형차와 비교하면 확실히 여유롭습니다. 큰 키 덕에 머리 공간이 여유롭고 대형차에 가까운 트렁크도 여전히 쓸 만합니다."
2172,,282,현대 NF 쏘나타,고장이나 내구성 등은 어때요?,엔진과 변속기 내구성이 EF에서 NF로 넘어오며 비약적으로 좋아졌습니다. 하체 부품도 비교적 튼튼한 편인데요. 설령 하체 잡소리가 나도 부품과 공임이 싸서 부담이 적습니다. 다만 매물 고를 때는 뒤 펜더와 하체 부식 여부를 꼭 확인하세요.
2173,,282,현대 NF 쏘나타,기름 많이 먹나요?,최고출력 144마력에 변속기는 4단이라서 연비에 상당히 불리합니다. 만일 기름값이 걱정이라면 50만~100만원 더 내고 LPG 모델을 고르세요. 택시로써 내구성까지 검증되었고 기름값은 훨씬 적게 드니 상당히 좋은 선택입니다.
2174,,282,현대 NF 쏘나타,F24 모델은 어때요?,"2.0보다 힘이 넉넉하되 연비는 거의 비슷합니다. 2.0의 4단 AT 대신 5단 AT를 달았기 때문. 아울러 2.4는 2.0과 달리 차체 자세 제어장치가 들어가고 충실한 편의장비로 가치 있습니다. 이제는 자동차세도 50% 할인되니 별 차이 없죠."
2175,,282,현대 NF 쏘나타,초보운전자가 탈 만할까요?,운전대가 가볍고 초기 가속이 경쾌해 초보가 몰기 좋습니다. 오히려 경차는 힘이 달려 도로 흐름 타기 어렵죠. 시야가 최신형 차량보다 훨씬 좋다는 점과 외판 수리비가 싸게 먹히는 것도 초보에게 추천할 만한 근거입니다.
2176,3870,262,"르노코리아(삼성) SM5 뉴
                임프레션",어떤 옵션을 챙겨 보면 좋을까요?,"이 차의 강점이 NF보다 편의장비가 많은 거였죠. 가령 카드키와 표면이 질긴 가죽시트가 매력인데요. 이들은 SE 플러스부터 기본입니다. 메모리 시트, 스마트키, HID도 동급에선 드문 장비. 이것들은 LE 플러스부터 달렸으니 매물 고를 때 참고하세요."
2177,3870,262,"르노코리아(삼성) SM5 뉴
                임프레션",사이드 에어백은 없어요?,사이드 & 커튼에어백은 SE 이상에서 옵션으로 넣을 수 있었습니다. ‘선택하는 것’이었으므로 실제 매물에 달렸는지를 체크해야 되겠죠. 참고로 차체 자세 제어장치는 LE부터 옵션으로 다는 게 가능했습니다.
2178,3870,262,"르노코리아(삼성) SM5 뉴
                임프레션",기름 많이 먹나요?,실연비가 8~9km/L 나옵니다. 이 시대 차들이 대개 연비 나쁘지만 SM5는 유독 나쁜 편이죠. 그래도 부식에 강하고 안팎이 덜 낡아 보인다는 막강한 장점이 있습니다. 사실 기름값 문제는 LPG 버전을 사면 해결될 일 아닌가요?
2179,3870,262,"르노코리아(삼성) SM5 뉴
                임프레션",LPG 모델은 아무나 살 수 있나요?,"네, 차령 5년 넘겼다면 그럴 수 있는데 이 차는 단종된 지 5년을 넘겼으니까요. LPG 모델로 고르실 때는 오직 장애우만 탔던 차인지 체크하는 게 포인트입니다. 택시나 렌터카로 굴렸던 건 상태 나쁘거나 옵션 적은 게 많기 때문이죠."
2180,3974,242,"르노코리아(삼성) SM7 New
                Art","3.5가 상대적으로 저렴한 이유는?",유지에 대한 막연한 걱정 때문일 것입니다. 하지만 차령에 따른 자동차세 감면으로 2.3과 실제 세금 차이가 크게 줄었습니다. 2.3과 달리 힘이 넉넉해 실연비 차이도 거의 안 나죠. 그러니까 매물 고를 때는 2.3과 3.5를 함께 살펴보세요.
2181,3974,242,"르노코리아(삼성) SM7 New
                Art",기름은 많이 먹나요?,시내 연비가 좀 나쁩니다. 2.3 기준으로 6~7km/L 나오죠. 대신 고속도로 연비는 시내에 비해 한결 낫다고. 운전 성향에 따라 12~14km/L 기록한다는 게 중론이에요. 이 때문에 시내보다는 고속도로 많이 타는 운전자에게 어울릴 겁니다.
2182,3974,242,"르노코리아(삼성) SM7 New
                Art",안전은 어떤가요?,"이 시절 국산차들은 안전에 인색했습니다. 라이벌인 그랜저 TG도 딱 그랬었지요. 다행히도 SM7 뉴 아트는 다릅니다. 전 등급에 6개의 에어백과 차체 자세 제어장치, 액티브 헤드레스트를 달았기 때문. 안심해도 좋아요."
2183,3974,242,"르노코리아(삼성) SM7 New
                Art",파워 핸들 누유가 있는데요.,이 차의 고질병에 해당합니다. 많이 등장하지는 않지만요. 이게 걱정스러우면 EPS(전동 파워)가 기본인 LE 등급을 고르세요. 참고로 브레이크 로터 휨이나 하체 잡소리 문제는 크리티컬한 이슈가 아니므로 큰 걱정 안 해도 괜찮습니다.
2184,5556,202,"BMW 3시리즈
                (F30)","3시리즈 좁단 얘길 들었습니다.",옛날 얘기를 들으셨네요. F30 3시리즈부터는 동급 최고 수준의 실내 공간을 자랑합니다. 이제는 뒷자리 레그룸을 활짝 틔워 국산 준중형차만큼 여유로워졌어요. 트렁크도 큼지막해져서 패밀리카로도 얼마든지 쓸 만합니다.
2185,5556,202,"BMW 3시리즈
                (F30)",수입차로서 유지비가 많이 들까요?,출고로부터 5년 또는 10만km 이내라면 소모품 무상교환 서비스(BSI) 대상인데요. 이 경우 유지비를 현저히 줄일 수 있습니다. 설령 사비로 갈더라도 센터 할인 기간이나 사설 업체 이용하면 경제적 부담이 크지 않아요.
2186,5556,202,"BMW 3시리즈
                (F30)",ED는 힘이 약하지 않나요?,"전혀 아니에요. 다른 320d와 토크가 같기 때문에 ED도 맹렬하게 튀어 나갑니다. 그보다는 내비팩(스탠다드 모델)보다 장비가 적은 걸 유념하세요. 가령 2존 에어컨과 뒷자리 송풍구가 없고, 17인치 대신 16인치 휠을 달고 팔렸으니까요."
2187,5556,202,"BMW 3시리즈
                (F30)",실내가 너무 싸 보이네요.,"3시리즈의 사실 상 유일한 단점이 인테리어 감성품질인데, 참 애석하네요. 그럴 경우 모던이나 럭셔리 라인을 보세요. 호두나무 트림이나 다코타 가죽 시트를 장비해 3시리즈 중에서는 나름 고급스런 분위기를 선사합니다."
2188,5556,202,"BMW 3시리즈
                (F30)","320i는 어떤가요?","320d에 그늘에 가려 제 가치보다 저평가된 모델. 생각보다 잘 달리고 연비도 참 좋은 차입니다. 결정적으로 320d와 비교할 수 없을 정도로 조용한 게 장점이에요. 중고차 시세도 낮게 형성되어 있으니 더욱 매력적이죠."
2189,6191,182,현대 올 뉴 투싼,"1.7 디젤은 힘이 부족하지 않을까요?","1.7 디젤의 141마력은 초대 투싼 VGT와 비슷한 파워입니다. 게다가 전보다 효율 좋은 7단 DCT 달았으니 실제로는 엄청 잘 달리죠. 결국 ‘힘’을 핑계로 2.0을 사겠다는 동기를 얻긴 힘들어요. 실제 판매도 1.7과 2.0이 엇비슷합니다."
2190,6191,182,현대 올 뉴 투싼,국산 디젤은 시끄럽지 않나요?,관리하기 나름이긴 한데요. 오히려 국산 디젤이 더 조용한 게 많습니다. 이는 여러 매체들의 소음 테스트에서 팩트로 드러난 부분이죠. 특히 올 뉴 투싼은 준중형 SUV 중 정숙성이 상당히 좋은 모델입니다. 소음 걱정은 쓸 데 없는 일이에요.
2191,6191,182,현대 올 뉴 투싼,"현대차인데, 안전합니까?",현대차라서 안전합니다. 요즘 나오는 현대차는 안전 면에서 으뜸이거든요. 이 차도 마찬가지예요. 가령 미국 IIHS에서 2016년부터 3년 내내 최고 안전한 차에 꼽혔습니다. 안전을 생각한다면 오히려 투싼을 사는 게 옳습니다.
2192,6191,182,현대 올 뉴 투싼,아반떼보다 승차감이 나쁠까요?,SUV는 대개 동급 세단보다 승차감이 나쁜 게 사실. 이 점을 감안하면 올 뉴 투싼 승차감은 ‘의외’입니다. 놀랄 만큼 부드럽고 유연해서지요. 심지어 뒷자리에서도요. 투싼이 유럽에서 아주 잘 팔리는 데에는 분명 이유가 있습니다.
2193,6191,182,현대 올 뉴 투싼,애가 둘이면 싼타페 가야 하나요?,이 차도 4인 가족의 패밀리카로 완벽합니다. 트렁크가 구형보다 150L나 커졌고 1열과 2열의 공간감이 싼타페와 얼추 비슷합니다. 뒷자리 등받이가 구형보다 더 많이 눕는 것(28°→37°)도 장점. 결국 7인승이 필요한 게 아니라면 투싼도 충분합니다.
2194,7476,163,아우디 뉴 A6,이전하고 큰 차이 없어 보이는데.,페이스리프트니까요. 하지만 2.0L 디젤 모델은 출력이 13마력 올랐고 기존 무단변속기 대신 듀얼 클러치를 달았습니다. 화려한 LED 헤드램프와 전동 트렁크가 전 트림 기본인 것도 메리트죠. ‘가성비’면에서 후기형의 확실히 좋습니다.
2195,7476,163,아우디 뉴 A6,콰트로 아닌 거 사도 될까요?,그럼요. 아우디는 전륜구동 기반이잖아요. 그래서 눈길 걱정이 상대적으로 덜하지요. 혹자는 “빠르게 달리려면 콰트로여야 한다”는데 어긋난 논리입니다. 오히려 콰트로의 가속이 느리고 더 심한 언더스티어를 내기 때문이죠.
2196,7476,163,아우디 뉴 A6,잔고장은 없나요?,구형인 C6나 C5는 희한한 고장이 참 많았습니다. 다행히 C7은 품질이 상당히 안정적입니다. 고질병도 없고 리콜과 무상수리도 전무하죠. 동호회 쪽에서도 딱히 품질에 대한 불만이 없습니다.
2197,7476,163,아우디 뉴 A6,동급 모델보다 싼 이유가 뭐예요?,애초에 싸게 팔았기 때문입니다. 신차 시장에서 상시 약 15% 할인이 들어갔고 많을 때는 22~23%까지 할인하기도 했습니다. 이런 연유로 라이벌보다 가격대가 싸게 잡혀 있는 거예요.
2198,7476,163,아우디 뉴 A6,디젤차는 처음인데 괜찮을까요?,정숙성 면에서 아우디 계열 디젤 엔진의 평가가 좋습니다. 특히 C7으로 넘어오면서 걸걸거리던 특유의 소음도 잦아들었어요. 엔진이 도는 느낌도 한층 가볍습니다. 이로써 디젤이 처음이어도 금세 적응할 거예요.
2199,5257,142,현대 LF 쏘나타,YF가 더 멋져서 고민스럽습니다.,"디자인은 YF가 더 좋다는 분들이 계시는데요. 나머지 것들, 예컨대 승차감과 정숙성, 실내 공간, 내구성 등 모든 영역에서 LF 쏘나타가 우수합니다. YF는 곳곳에 엉성함이 묻어나는 반면 LF는 중형차 특유의 진중한 감각이에요."
2200,5257,142,현대 LF 쏘나타, K5(JF)랑 비교했을 땐 어떨까요?,형제차인 까닭에 대체로 비슷합니다. 편의장비는 어차피 급에 따라 갈리는 영역이라 패스. 다만 승차감과 코너링 등 세팅 면에서 LF가 우월합니다. 물리적으로도 LF는 서스펜션 암류와 너클에 알루미늄을 적극 도입했죠. K5는 주철이고요.
2201,5257,142,현대 LF 쏘나타,좀 안 나가지 않나요?,"2.0 CVVL을 두고 종종 그런 말씀들을 하시죠. 하지만 이건 차량 특성 때문이에요. 부드러운 감각에 초점을 맞추다 보니 느긋~하게 가속하는 겁니다. 실제로는 ‘제로백’을 10초 정도에 마무리해 일상용 자동차로서 충분한 성능입니다."
2202,5257,142,현대 LF 쏘나타,세금이나 보험료는 얼마나 될까요?,자동차세는 2.0 기준 약 52만원/년 나옵니다. 차령 3년을 넘기면 해마다 5% 감경되기도 하죠. 관건은 보험료인데요. 국내에서 팔리는 차를 통틀어(경차 제외) 가장 싼 편이에요. 결국 보유에 따른 비용 부담이 크지 않을 것입니다.
2203,5257,142,현대 LF 쏘나타,현대차는 안전하지 않다던데.,"현대차 안전도, LF를 기점으로 세계 최고가 되었습니다. 실제로 미국 IIHS의 충돌 시험에서 전 항목 만점 받아 ‘가장 안전한 차’에 꼽히기도 했지요. 기본형부터 에어백 7개 달아주는 차를 두고 안전하지 않다는 걱정은 이치에 맞지 않습니다."
2204,5462,122,현대 아반떼 AD,"4인 가족용으로 쓸 만한가요?",차고 넘칩니다. 아반떼 AD의 실내 공간과 트렁크 공간은 웬만한 중형차 수준이에요. 특히 뒷자리 공간이 준중형차 평균을 훌쩍 웃돕니다. 승차감이 마일드하고 실내로 들어오는 소음이 적은 것도 패밀리카로 추천하는 이유입니다.
2205,5462,122,현대 아반떼 AD,시세가 K3보다 조금 비싼 것 같아요.,결국 인기가 많다는 의미겠지요. 수요가 많은 만큼 중고차로서 가격 방어가 잘 되는 겁니다. 사실 때 경쟁차보다 다소 비싸다며 걱정하지 마세요. 되파실 때도 값을 후하게 받아 충분히 보상받으실 테니까요.
2206,5462,122,현대 아반떼 AD,디젤(e-VGT) 모델은 어떨까요?,좋은 선택입니다. 주행거리가 연 2만km를 넘긴다면 고려할 만합니다. 가솔린보다 비싼 차 값은 녀석보다 50% 이상 좋은 연비로 보전할 수 있습니다. 디젤 소형차 중에서는 가장 조용한 편이고 힘이 좋은 것도 큰 장점입니다.
2207,5462,122,현대 아반떼 AD,현대차는 충돌에 약하지 않나요?,어불성설입니다. 아반떼 AD는 국내외 충돌 시험에서 가장 좋은 점수를 받았습니다. 가장 낮은 등급부터 에어백 7개가 기본이고 전방 에어백은 어드밴스드 타입입니다. 이런 팩트가 있는데 충돌에 약하다는 말은 어울리지 않지요.
2208,5462,122,현대 아반떼 AD,어떤 옵션이 있는 매물을 고를까요?,"가죽시트, 내비게이션, 스마트키 달린 모델 찾는 걸 권합니다. 아반떼에서는 이 세 가지 편의장비가 중요해요. 조금 더 욕심 낸다면 통풍 시트와 선루프도 노려볼 만하죠. 대신 그만큼 돈을 더 준비해야 하는 건 당연한 일입니다."
2209,3775,105,기아 그랜드 카니발,"2,900cc면 자동차세가 얼마인가요?","평범한 승용차였다면 약 75만원. 하지만 이 차는 출시된 지 10년이 넘었으므로 50% 감면됩니다. 결국 절반만 내면 되는 거죠. 보태어 만일 11인승 모델이라면 1년에 6만5,000원을 내면 끝입니다. 승합으로 분류되기 때문이에요."
2210,3775,105,기아 그랜드 카니발,승합은 속도제한이 걸리지 않나요?,승합차 110km/h 속도 제한은 2013년 8월 15일 이후 출고된 차들에게만 해당됩니다. 그랜드 카니발은 그 이전에 출고되었으니 해당 없죠. 소급 적용 계획도 없다고 합니다. 마음 푹 놓고 11인승 모델을 사도 괜찮아요.
2211,3775,105,기아 그랜드 카니발,시트 탈거했으면 검사 때 걸리나요?,그렇다고 합니다. 혹자는 “탈거한 시트를 검사소에 갖고 가기만 해도 검사 통과된다”고 말하지만 원칙적으로는 시트를 원래대로 달고 가야 하는 게 맞습니다.
2212,3775,105,기아 그랜드 카니발,고질병은 뭐예요?,"전동식 슬라이딩 도어의 고장 이슈가 있으니 작동 상태를 체크하세요. 변속기 내구성도 말이 나옵니다. 근데 뭐, 이런 건 고치면 됩니다. 하지만 부식은 달라요. 이 시기 국산차는 부식 이슈가 늘 따라다니므로 하부와 뒤 펜더를 꼭 살펴보세요."
2213,3754,104,현대 싼타페 CM,잔고장은 없나요?,"네, 고질병도 없고 특별한 잔고장도 없다고 합니다. 오래오래 문제 없이 타는 분들이 많아요. 사실 CM 출시 무렵부터 현대차 내구성이 많이 좋아졌습니다. 다만 하체와 뒤 펜더 부식 여부는 꼭 확인하고 구입하세요."
2214,3754,104,현대 싼타페 CM,안전도는 어때요?,"출시 당시 국내 KNCAP에서 별 다섯 개 받았고 미국 IIHS 충돌시험에서도 전 항목 만점 받았습니다. 매물 고를 때는 안전장비 탑재 여부가 관건. VDC는 MLX 최고급형부터, 사이드 & 커튼에어백은 SLX 최고급형에만 들어갔으니 이를 참고하세요."
2215,3754,104,현대 싼타페 CM,R엔진 달린 차가 더 좋겠죠?,"더 파워풀하고 연비도 좀 더 잘 나오는 게 사실입니다. 다만 R엔진이 달리면서부터 곳곳에 원가절감이 진행됐으니 결국 일장일단이 있습니다. 뭐, 초기형의 D엔진이 R엔진보다 진동과 소음이 더 적다는 장점도 존재하죠."
2216,3754,104,현대 싼타페 CM,초기형 사면 어딜 고쳐야 하나요?,솔레노이드 타입으로서 인젝터 수명이 길지 못합니다. 터보차저도 으레 한번쯤 갈게 되지요. 이 때문에 주행거리가 길지언정 아예 이것들을 정비한 매물 고르는 것도 좋습니다. 보태어 흡기계통까지 싹 청소하면 새 엔진처럼 될 거예요.
2217,,103,현대 뉴 그랜저 XG,어떤 걸 중점적으로 봐야 하나요?,가급적 전자 제어 서스펜션(ECS)이 없는 매물이 좋습니다. 고장이 잦고 부품대가 비싸서죠. 비슷한 케이스로 HID도 있습니다. 그때야 멋진 장비였지만 지금은 수리비가 비싸게 먹히니 차라리 할로겐 라이트 버전이 나을 거예요.
2218,,103,현대 뉴 그랜저 XG,고질병은 뭔가요?,자동변속기 내구성이 약합니다. 변속충격이 너무 크다거나 지금껏 손 본 적 없다면 변속기 수리는 필연적이라고 봐야 합니다. 뒤 펜더와 하부 부식 이슈도 체크하세요. 이 시기 현대차의 약점이니까요. 아! 대시보드 들뜸 문제도요.
2219,,103,현대 뉴 그랜저 XG,"2.0으로 사도 될까요?","2.0도 2.5나 3.0처럼 V6 엔진을 달았습니다. 정숙성이나 승차감 면에서 전혀 차이 안 난다는 거죠. 힘이 좀 달리는 건 사실이지만 어차피 2.5도 넘치는 파워는 아닙니다. 결국 상대적으로 적은 편의장비만 감수할 수 있다면 만족스런 선택입니다."
2220,,103,현대 뉴 그랜저 XG,올드카로서 가치 있을까요?,투스카니와 더불어 몇 년 후 그렇게 될 거라고 여겨집니다. 일단 그랜저 역사를 통틀어 디자인 면에서 가장 멋진 모델 아니겠어요? 프레임리스 도어도 끝내주지요. 점점 개체수가 줄어들면 올드카로서 충분히 인정 받을 것입니다.
2221,,102,현대 뉴 아반떼 XD,무사고차가 거의 없네요.,"이 정도 연식의 차에서는 절대적인 사고 유무나 주행거리보다 실제 ‘어떻게 관리하며 탔는지’를 보는 게 중요합니다. 무사고에 주행거리가 짧아도 실제 가보면 엉망인 경우가 많고, 반대로 사고차인데 오히려 너무 깨끗한 게 있기도 합니다."
2222,,102,현대 뉴 아반떼 XD,고질병은 없나요?,"4단 AT의 내구성이 약합니다. N과 D단을 오가거나 발진할 때 변속 충격이 없는지를 확인하세요. 아울러 뒤 펜더와 하부 쪽에 부식이 잘 생기는 편이니 육안 상으로라도 녹이 있는지를 체크하는 게 필요합니다."
2223,,102,현대 뉴 아반떼 XD,고쳐가며 타기 힘들지 않나요?,아직까지는 부품 수급에 아무런 문제가 없습니다. 부품가가 매우 저렴하고 구조가 단순해 공임도 적게 나옵니다. 웬만한 고장은 동네 카센터에서 당일 수리가 가능할 정도니 수리는 걱정 안 해도 좋습니다.
2224,5936,101,현대 i30,패밀리카로는 아반떼가 나을까요?,해치백으로서 i30의 짐 공간 활용성이 아반떼 HD보다 우수합니다. 실내 공간은 아반떼 HD와 거의 차이가 없으므로 논외. 다만 승차감은 i30가 좀 더 딱딱합니다. 결국 공간활용성과 승차감의 저울질을 통해 아반떼냐 i30냐를 결정하는 게 좋겠습니다.
2225,5936,101,현대 i30,내구성은 괜찮은가요?,엔진과 변속기가 튼튼합니다. 고질병 없고 잔고장도 적은 편입니다. 아울러 부품가와 수리비가 저렴한 것도 보유에 대한 부담을 줄입니다. 다만 이 당시 현대차의 방청 수준이 나빴으므로 구입 전 곳곳의 부식 여부를 살펴보세요.
2226,5936,101,현대 i30,안전도가 걱정됩니다.,"이 시기 국산차는 안전에 인색했습니다. 초대 i30도 마찬가지여서 매물 대부분은 그저 전면 에어백을 장비할 뿐이죠. 6 에어백은 익스트림 등급만, VDC는 럭셔리부터 옵션이었으니 이를 참고해 고르세요. 아니면 이들이 모두 기본화된 11년식을 사는 것도 괜찮죠."
2227,5727,100,현대 엑센트(신형),좀 더 내고 아반떼 살까요?,비슷한 예산의 아반떼라면 MD일 텐데요. 그보다 엑센트의 승차감이 좋습니다. 코너링 성능도 더 낫고요. 아반떼보다 100kg쯤 가벼우니 발진도 한결 경쾌합니다. 만일 초보운전이라면 아담한 크기로서 운전 익히기까지 유리할 것입니다.
2228,5727,100,현대 엑센트(신형),실내가 좁지 않나요?,‘공간의 현대’라는 말처럼 뒷자리 레그룸까지 충분히 챙겼습니다. 헤드룸이 살짝 좁지만 소형차로서 문제 삼을 수준은 아니죠. 465L의 트렁크는 웬만한 중형차 사이즈. 해치백뿐만 아니라 세단까지 리어 시트가 6:4 폴딩되는 것도 의외입니다.
2229,5727,100,현대 엑센트(신형),편의장비는 별로 없죠?,"소형차 고급화의 전성기에 태어난 모델이라 의외로 훌륭합니다. 스마트키와 전자동 에어컨, 순정 내비 장비한 차도 흔하지요. 잘 찾아보면 선루프가 달린 녀석도 구할 수 있습니다. 다만 요즘 유행하는 통풍시트나 운전대 열선이 없는 건 약점이죠."
2230,5727,100,현대 엑센트(신형),"1.4는 힘이 달릴까요?",딱 무난한 정도. 1.6 GDI의 여유는 없지만 자그마한 차체를 굴리는 데는 충분합니다. 더 크고 무거운 스토닉도 1.4L 가솔린으로 잘 굴러가는 걸 보면 엑센트 1.4의 출력 걱정은 무의미한 일일 것입니다.
2231,5727,100,현대 엑센트(신형),디젤 모델은 어떤가요?,"마구 밟아대도 15km/L가 나온다는 연비 괴물이죠. 주행거리가 많은 분께는 분명한 이득입니다. 다만 터빈이나 연료 계통의 수리를 요할 수 있다는 것, 소형 디젤차로서 진동과 소음이 큰 편이라는 점은 잊지 마세요."
2232,3908,99,"KG모빌리티(쌍용) 체어맨
                H",잔고장 같은 건 없나요?,"벤츠에게 넘겨 받은 엔진과 변속기, 10년 이상 안정화를 거친 차체를 품어 결함에 대한 얘기가 거의 없습니다. 리콜이나 무상수리도 전무했고 실제 오너들의 얘기를 봐도 차의 고장 때문에 머리 아파하는 이는 안 보여요."
2233,3908,99,"KG모빌리티(쌍용) 체어맨
                H",연비가 많이 나쁜가요?,"실 연비는 시내 5~6km/L, 고속에서는 9~10km/L 나온다고 합니다. 그러므로 기름값 부담이 큰 분들께는 부담으로 다가올 수 있겠지요. 대신 매일 타는 게 아니라 주말에만 굴리거나 장보기 목적이라면 퍽 만족스러울 겁니다."
