carClassNbr,rn,gender,cnt,percent
6684,1,법인및사업자,6,60
6685,2,남자,14,26.4
6685,3,여자,3,5.7
6685,1,법인및사업자,36,67.9
6686,2,남자,72,34.6
6686,3,여자,8,3.8
6686,1,법인및사업자,128,61.5
6688,2,남자,13,33.3
6688,3,여자,2,5.1
6688,1,법인및사업자,24,61.5
6689,2,남자,24,31.2
6689,3,여자,10,13
6689,1,법인및사업자,43,55.8
6690,1,남자,27,50
6690,3,여자,7,13
6690,2,법인및사업자,20,37
6691,1,남자,145,59.4
6691,3,여자,21,8.6
6691,2,법인및사업자,78,32
6692,2,남자,104,41.4
6692,3,여자,37,14.7
6692,1,법인및사업자,110,43.8
6693,1,남자,61,46.2
6693,3,여자,10,7.6
6693,2,법인및사업자,61,46.2
6694,2,남자,26,35.1
6694,3,여자,8,10.8
6694,1,법인및사업자,40,54.1
6695,1,남자,9,45
6695,3,여자,2,10
6695,2,법인및사업자,9,45
6696,2,남자,2,33.3
6696,1,법인및사업자,4,66.7
6697,2,남자,459,39.1
6697,3,여자,125,10.6
6697,1,법인및사업자,590,50.3
6700,1,남자,200,58.5
6700,3,여자,41,12
6700,2,법인및사업자,101,29.5
6702,1,남자,232,65.4
6702,3,여자,35,9.9
6702,2,법인및사업자,88,24.8
6703,1,남자,24,46.2
6703,3,여자,12,23.1
6703,2,법인및사업자,16,30.8
6709,1,법인및사업자,3,100
6710,2,남자,25,48.1
6710,3,여자,1,1.9
6710,1,법인및사업자,26,50
6711,2,남자,26,41.9
6711,3,여자,3,4.8
6711,1,법인및사업자,33,53.2
6712,1,남자,1,50
6712,2,법인및사업자,1,50
6713,2,남자,3,17.6
6713,1,법인및사업자,14,82.4
6714,1,남자,14,51.9
6714,3,여자,4,14.8
6714,2,법인및사업자,9,33.3
6715,2,남자,31,37.8
6715,3,여자,4,4.9
6715,1,법인및사업자,47,57.3
6716,1,남자,1,100
6718,1,남자,232,48.2
6718,3,여자,34,7.1
6718,2,법인및사업자,215,44.7
6720,1,남자,21,38.9
6720,3,여자,13,24.1
6720,2,법인및사업자,20,37
6721,1,남자,2,50
6721,2,법인및사업자,2,50
6722,1,남자,5,50
6722,3,여자,1,10
6722,2,법인및사업자,4,40
6723,1,법인및사업자,2,100
6724,1,남자,18,69.2
6724,2,법인및사업자,8,30.8
6725,2,남자,6,31.6
6725,1,법인및사업자,13,68.4
6726,1,남자,179,50.9
6726,3,여자,45,12.8
6726,2,법인및사업자,128,36.4
6727,2,남자,12,41.4
6727,3,여자,3,10.3
6727,1,법인및사업자,14,48.3
6729,2,남자,135,30.7
6729,3,여자,70,15.9
6729,1,법인및사업자,235,53.4
6731,1,남자,13,50
6731,3,여자,1,3.8
6731,2,법인및사업자,12,46.2
6734,1,남자,64,59.3
6734,3,여자,3,2.8
6734,2,법인및사업자,41,38
6738,1,법인및사업자,1,100
6739,2,남자,1,33.3
6739,1,법인및사업자,2,66.7
6740,2,남자,10,40
6740,1,법인및사업자,15,60
6741,1,남자,5,55.6
6741,3,여자,1,11.1
6741,2,법인및사업자,3,33.3
6742,2,남자,1,25
6742,3,여자,1,25
6742,1,법인및사업자,2,50
6743,2,남자,146,33.3
6743,3,여자,64,14.6
6743,1,법인및사업자,229,52.2
6744,1,남자,1,100
6745,1,법인및사업자,3,100
6751,2,남자,4,33.3
6751,3,여자,3,25
6751,1,법인및사업자,5,41.7
6752,1,남자,97,57.7
6752,3,여자,25,14.9
6752,2,법인및사업자,46,27.4
6753,2,남자,6,37.5
6753,1,법인및사업자,10,62.5
6754,1,남자,6,46.2
6754,3,여자,2,15.4
6754,2,법인및사업자,5,38.5
6755,2,남자,2,14.3
6755,1,법인및사업자,12,85.7
6756,1,남자,1,33.3
6756,3,여자,1,33.3
6756,2,법인및사업자,1,33.3
6757,1,남자,1,100
6758,2,남자,1,25
6758,1,법인및사업자,3,75
6759,2,여자,2,33.3
6759,1,법인및사업자,4,66.7
6760,1,남자,113,42.5
6760,3,여자,50,18.8
6760,2,법인및사업자,103,38.7
6762,1,남자,2,50
6762,2,법인및사업자,2,50
6763,2,남자,19,43.2
6763,3,여자,2,4.5
6763,1,법인및사업자,23,52.3
6764,2,남자,395,39.1
6764,3,여자,204,20.2
6764,1,법인및사업자,410,40.6
6765,2,남자,111,31.8
6765,3,여자,57,16.3
6765,1,법인및사업자,181,51.9
6766,2,남자,13,24.5
6766,3,여자,6,11.3
6766,1,법인및사업자,34,64.2
6767,2,남자,16,47.1
6767,1,법인및사업자,18,52.9
6768,2,남자,9,32.1
6768,3,여자,3,10.7
6768,1,법인및사업자,16,57.1
6769,1,남자,7,63.6
6769,2,법인및사업자,4,36.4
6770,1,남자,191,46.7
6770,3,여자,51,12.5
6770,2,법인및사업자,167,40.8
6771,1,남자,61,61
6771,3,여자,14,14
6771,2,법인및사업자,25,25
6772,2,남자,6,35.3
6772,1,법인및사업자,11,64.7
6773,1,남자,36,47.4
6773,3,여자,7,9.2
6773,2,법인및사업자,33,43.4
6774,1,남자,13,59.1
6774,3,여자,3,13.6
6774,2,법인및사업자,6,27.3
6775,1,법인및사업자,1,100
6776,1,남자,5,83.3
6776,2,법인및사업자,1,16.7
6777,2,남자,41,41.4
6777,3,여자,6,6.1
6777,1,법인및사업자,52,52.5
6778,2,남자,10,34.5
6778,3,여자,1,3.4
6778,1,법인및사업자,18,62.1
6779,1,남자,16,47.1
6779,3,여자,5,14.7
6779,2,법인및사업자,13,38.2
6783,1,남자,423,43.2
6783,3,여자,184,18.8
6783,2,법인및사업자,373,38.1
6785,2,남자,22,40
6785,3,여자,6,10.9
6785,1,법인및사업자,27,49.1
6786,2,남자,13,33.3
6786,3,여자,9,23.1
6786,1,법인및사업자,17,43.6
6787,1,남자,12,46.2
6787,2,여자,8,30.8
6787,3,법인및사업자,6,23.1
6788,1,남자,11,52.4
6788,3,여자,3,14.3
6788,2,법인및사업자,7,33.3
6789,2,남자,6,46.2
6789,1,법인및사업자,7,53.8
6790,1,남자,5,50
6790,3,여자,2,20
6790,2,법인및사업자,3,30
6791,1,남자,7,63.6
6791,2,법인및사업자,4,36.4
6797,1,남자,34,53.1
6797,3,여자,4,6.3
6797,2,법인및사업자,26,40.6
6798,1,남자,373,47.6
6798,3,여자,88,11.2
6798,2,법인및사업자,322,41.1
6799,1,남자,545,49.5
6799,3,여자,96,8.7
6799,2,법인및사업자,459,41.7
6800,2,남자,13,38.2
6800,3,여자,6,17.6
6800,1,법인및사업자,15,44.1
6802,1,남자,1,50
6802,2,법인및사업자,1,50
6804,1,남자,16,48.5
6804,3,여자,1,3
6804,2,법인및사업자,16,48.5
6805,2,남자,4,36.4
6805,1,법인및사업자,7,63.6
6806,2,남자,10,38.5
6806,3,여자,1,3.8
6806,1,법인및사업자,15,57.7
6807,1,남자,72,42.4
6807,3,여자,29,17.1
6807,2,법인및사업자,69,40.6
6808,2,남자,4,12.9
6808,3,여자,3,9.7
6808,1,법인및사업자,24,77.4
6810,2,남자,12,26.1
6810,3,여자,5,10.9
6810,1,법인및사업자,29,63
6811,2,남자,2,18.2
6811,3,여자,1,9.1
6811,1,법인및사업자,8,72.7
6812,1,남자,40,52.6
6812,3,여자,17,22.4
6812,2,법인및사업자,19,25
6813,1,남자,442,46.7
6813,3,여자,128,13.5
6813,2,법인및사업자,377,39.8
6814,1,남자,230,48
6814,3,여자,62,12.9
6814,2,법인및사업자,187,39
6815,1,남자,64,45.4
6815,3,여자,23,16.3
6815,2,법인및사업자,54,38.3
6816,2,남자,1,16.7
6816,3,여자,1,16.7
6816,1,법인및사업자,4,66.7
6817,1,남자,922,48.5
6817,3,여자,187,9.8
6817,2,법인및사업자,792,41.7
6818,1,남자,25,48.1
6818,3,여자,7,13.5
6818,2,법인및사업자,20,38.5
6821,1,남자,11,73.3
6821,2,법인및사업자,4,26.7
6822,1,남자,113,45.7
6822,3,여자,42,17
6822,2,법인및사업자,92,37.2
6823,2,남자,17,31.5
6823,3,여자,2,3.7
6823,1,법인및사업자,35,64.8
6824,1,남자,1,33.3
6824,3,여자,1,33.3
6824,2,법인및사업자,1,33.3
6827,2,남자,187,35.7
6827,3,여자,78,14.9
6827,1,법인및사업자,259,49.4
6828,1,남자,4,80
6828,2,법인및사업자,1,20
6829,2,남자,20,31.3
6829,3,여자,16,25
6829,1,법인및사업자,28,43.8
6830,1,남자,404,48.4
6830,3,여자,83,9.9
6830,2,법인및사업자,348,41.7
6831,1,남자,85,39.9
6831,3,여자,48,22.5
6831,2,법인및사업자,80,37.6
6832,2,남자,8,36.4
6832,3,여자,5,22.7
6832,1,법인및사업자,9,40.9
6833,2,남자,59,33.9
6833,3,여자,24,13.8
6833,1,법인및사업자,91,52.3
6834,1,남자,15,42.9
6834,3,여자,6,17.1
6834,2,법인및사업자,14,40
6835,1,남자,40,40
6835,3,여자,23,23
6835,2,법인및사업자,37,37
6836,2,남자,6,42.9
6836,1,법인및사업자,8,57.1
6838,1,남자,8,57.1
6838,3,여자,2,14.3
6838,2,법인및사업자,4,28.6
6839,1,남자,22,55
6839,3,여자,2,5
6839,2,법인및사업자,16,40
6840,1,남자,3,75
6840,2,법인및사업자,1,25
6841,1,남자,3,60
6841,3,여자,1,20
6841,2,법인및사업자,1,20
6842,2,남자,32,44.4
6842,3,여자,6,8.3
6842,1,법인및사업자,34,47.2
6843,1,남자,1,100
6844,2,남자,9,30
6844,3,여자,9,30
6844,1,법인및사업자,12,40
6845,2,남자,4,28.6
6845,3,여자,1,7.1
6845,1,법인및사업자,9,64.3
6846,2,남자,33,35.5
6846,3,여자,9,9.7
6846,1,법인및사업자,51,54.8
6847,2,남자,7,28
6847,3,여자,2,8
6847,1,법인및사업자,16,64
6848,1,남자,192,45.9
6848,3,여자,64,15.3
6848,2,법인및사업자,162,38.8
6849,1,남자,138,47.6
6849,3,여자,43,14.8
6849,2,법인및사업자,109,37.6
6850,1,남자,224,45.9
6850,3,여자,55,11.3
6850,2,법인및사업자,209,42.8
6851,1,남자,355,53.7
6851,3,여자,99,15
6851,2,법인및사업자,207,31.3
6852,1,남자,393,53.8
6852,3,여자,74,10.1
6852,2,법인및사업자,264,36.1
6853,1,남자,327,52.9
6853,3,여자,75,12.1
6853,2,법인및사업자,216,35
6854,2,남자,212,41.7
6854,3,여자,65,12.8
6854,1,법인및사업자,231,45.5
6855,1,남자,113,46.5
6855,3,여자,41,16.9
6855,2,법인및사업자,89,36.6
6856,2,남자,97,41.5
6856,3,여자,28,12
6856,1,법인및사업자,109,46.6
6857,1,남자,8,53.3
6857,3,여자,1,6.7
6857,2,법인및사업자,6,40
6858,2,남자,27,33.8
6858,3,여자,10,12.5
6858,1,법인및사업자,43,53.8
6859,2,남자,198,38.9
6859,3,여자,98,19.3
6859,1,법인및사업자,213,41.8
6860,1,남자,222,46.3
6860,3,여자,63,13.2
6860,2,법인및사업자,194,40.5
6861,1,남자,187,48.8
6861,3,여자,59,15.4
6861,2,법인및사업자,137,35.8
6862,2,남자,18,38.3
6862,3,여자,7,14.9
6862,1,법인및사업자,22,46.8
6863,1,남자,4,50
6863,2,법인및사업자,4,50
6865,1,남자,10,50
6865,3,여자,1,5
6865,2,법인및사업자,9,45
6867,1,남자,42,46.2
6867,3,여자,11,12.1
6867,2,법인및사업자,38,41.8
6868,1,남자,4,57.1
6868,3,여자,1,14.3
6868,2,법인및사업자,2,28.6
6869,2,남자,10,32.3
6869,3,여자,8,25.8
6869,1,법인및사업자,13,41.9
6870,1,남자,1,100
6871,1,여자,2,66.7
6871,2,법인및사업자,1,33.3
6872,1,남자,13,46.4
6872,3,여자,6,21.4
6872,2,법인및사업자,9,32.1
6875,1,남자,21,48.8
6875,3,여자,2,4.7
6875,2,법인및사업자,20,46.5
6876,1,남자,868,43.8
6876,3,여자,389,19.6
6876,2,법인및사업자,727,36.6
6878,1,남자,5,50
6878,3,여자,2,20
6878,2,법인및사업자,3,30
6882,1,남자,23,54.8
6882,3,여자,6,14.3
6882,2,법인및사업자,13,31
6883,2,남자,4,40
6883,3,여자,1,10
6883,1,법인및사업자,5,50
6884,1,남자,88,48.9
6884,3,여자,27,15
6884,2,법인및사업자,65,36.1
6885,3,남자,11,24.4
6885,1,여자,18,40
6885,2,법인및사업자,16,35.6
6886,1,남자,1,33.3
6886,3,여자,1,33.3
6886,2,법인및사업자,1,33.3
6887,1,남자,8,36.4
6887,3,여자,6,27.3
6887,2,법인및사업자,8,36.4
6889,2,남자,36,45
6889,3,여자,7,8.8
6889,1,법인및사업자,37,46.3
6890,1,남자,335,55.3
6890,3,여자,67,11.1
6890,2,법인및사업자,204,33.7
6893,2,남자,9,34.6
6893,3,여자,3,11.5
6893,1,법인및사업자,14,53.8
6894,1,남자,5,45.5
6894,3,여자,1,9.1
6894,2,법인및사업자,5,45.5
6895,1,남자,156,52.5
6895,3,여자,46,15.5
6895,2,법인및사업자,95,32
6896,1,남자,240,59.7
6896,3,여자,47,11.7
6896,2,법인및사업자,115,28.6
6897,1,남자,4,57.1
6897,3,여자,1,14.3
6897,2,법인및사업자,2,28.6
6898,2,남자,25,34.2
6898,3,여자,11,15.1
6898,1,법인및사업자,37,50.7
6899,2,남자,24,32
6899,3,여자,5,6.7
6899,1,법인및사업자,46,61.3
6900,2,남자,240,41.2
6900,3,여자,80,13.7
6900,1,법인및사업자,262,45
6901,2,남자,70,33.3
6901,3,여자,16,7.6
6901,1,법인및사업자,124,59
6902,2,남자,6,19.4
6902,3,여자,3,9.7
6902,1,법인및사업자,22,71
6903,2,남자,9,27.3
6903,1,법인및사업자,24,72.7
6904,2,남자,9,45
6904,3,여자,1,5
6904,1,법인및사업자,10,50
6905,2,남자,38,38.4
6905,3,여자,17,17.2
6905,1,법인및사업자,44,44.4
6906,1,남자,10,45.5
6906,3,여자,3,13.6
6906,2,법인및사업자,9,40.9
6907,2,남자,22,32.8
6907,3,여자,7,10.4
6907,1,법인및사업자,38,56.7
6908,2,남자,42,34.4
6908,3,여자,12,9.8
6908,1,법인및사업자,68,55.7
6909,2,남자,49,38.9
6909,3,여자,12,9.5
6909,1,법인및사업자,65,51.6
6910,2,남자,10,26.3
6910,3,여자,6,15.8
6910,1,법인및사업자,22,57.9
6911,2,남자,14,37.8
6911,3,여자,2,5.4
6911,1,법인및사업자,21,56.8
6912,2,남자,18,33.3
6912,3,여자,2,3.7
6912,1,법인및사업자,34,63
6913,2,남자,11,33.3
6913,3,여자,5,15.2
6913,1,법인및사업자,17,51.5
6914,1,법인및사업자,3,100
6915,1,남자,62,46.3
6915,3,여자,18,13.4
6915,2,법인및사업자,54,40.3
6918,2,남자,43,42.6
6918,3,여자,11,10.9
6918,1,법인및사업자,47,46.5
6919,2,남자,7,26.9
6919,3,여자,1,3.8
6919,1,법인및사업자,18,69.2
6920,1,남자,44,49.4
6920,3,여자,9,10.1
6920,2,법인및사업자,36,40.4
6921,1,남자,16,47.1
6921,3,여자,4,11.8
6921,2,법인및사업자,14,41.2
6922,1,남자,11,50
6922,3,여자,2,9.1
6922,2,법인및사업자,9,40.9
6923,2,남자,7,30.4
6923,3,여자,3,13
6923,1,법인및사업자,13,56.5
6924,2,남자,35,44.3
6924,3,여자,8,10.1
6924,1,법인및사업자,36,45.6
6925,2,남자,10,37
6925,3,여자,4,14.8
6925,1,법인및사업자,13,48.1
6926,1,남자,23,52.3
6926,3,여자,2,4.5
6926,2,법인및사업자,19,43.2
6927,2,남자,315,43.7
6927,3,여자,55,7.6
6927,1,법인및사업자,351,48.7
6928,1,남자,76,51.4
6928,3,여자,9,6.1
6928,2,법인및사업자,63,42.6
6929,2,남자,16,40
6929,3,여자,3,7.5
6929,1,법인및사업자,21,52.5
6931,1,남자,12,70.6
6931,2,법인및사업자,5,29.4
6932,2,남자,4,44.4
6932,1,법인및사업자,5,55.6
6933,2,남자,2,25
6933,1,법인및사업자,6,75
6934,1,남자,2,100
6935,2,남자,25,28.7
6935,3,여자,3,3.4
6935,1,법인및사업자,59,67.8
6936,2,남자,16,38.1
6936,3,여자,6,14.3
6936,1,법인및사업자,20,47.6
6937,1,남자,126,55.3
6937,3,여자,22,9.6
6937,2,법인및사업자,80,35.1
6938,1,남자,81,51.6
6938,3,여자,18,11.5
6938,2,법인및사업자,58,36.9
6939,1,남자,84,52.8
6939,3,여자,21,13.2
6939,2,법인및사업자,54,34
6940,2,남자,12,38.7
6940,3,여자,1,3.2
6940,1,법인및사업자,18,58.1
6941,1,남자,2,40
6941,2,여자,2,40
6941,3,법인및사업자,1,20
6942,2,남자,53,31.7
6942,3,여자,45,26.9
6942,1,법인및사업자,69,41.3
6943,2,남자,24,38.7
6943,3,여자,6,9.7
6943,1,법인및사업자,32,51.6
6944,1,남자,822,49.6
6944,3,여자,266,16.1
6944,2,법인및사업자,569,34.3
6945,1,남자,881,48.4
6945,3,여자,226,12.4
6945,2,법인및사업자,712,39.1
6946,2,남자,23,31.5
6946,3,여자,13,17.8
6946,1,법인및사업자,37,50.7
6947,1,남자,2,50
6947,2,법인및사업자,2,50
6948,1,남자,699,54.2
6948,3,여자,145,11.2
6948,2,법인및사업자,446,34.6
6949,1,남자,27,47.4
6949,3,여자,5,8.8
6949,2,법인및사업자,25,43.9
6950,2,남자,18,42.9
6950,3,여자,2,4.8
6950,1,법인및사업자,22,52.4
6951,2,남자,19,32.8
6951,3,여자,1,1.7
6951,1,법인및사업자,38,65.5
6952,2,남자,138,36.5
6952,3,여자,35,9.3
6952,1,법인및사업자,205,54.2
6953,2,남자,6,33.3
6953,3,여자,2,11.1
6953,1,법인및사업자,10,55.6
6954,2,남자,17,42.5
6954,3,여자,4,10
6954,1,법인및사업자,19,47.5
6955,2,남자,50,35
6955,3,여자,15,10.5
6955,1,법인및사업자,78,54.5
6956,2,남자,5,29.4
6956,3,여자,1,5.9
6956,1,법인및사업자,11,64.7
6957,1,남자,1,50
6957,2,법인및사업자,1,50
6958,2,남자,99,45
6958,3,여자,20,9.1
6958,1,법인및사업자,101,45.9
6959,1,법인및사업자,1,100
6960,2,남자,41,34.7
6960,3,여자,10,8.5
6960,1,법인및사업자,67,56.8
6961,2,남자,2,40
6961,1,법인및사업자,3,60
6962,1,남자,22,56.4
6962,3,여자,3,7.7
6962,2,법인및사업자,14,35.9
6963,1,남자,2,50
6963,3,여자,1,25
6963,2,법인및사업자,1,25
6964,3,남자,3,20
6964,2,여자,4,26.7
6964,1,법인및사업자,8,53.3
6966,1,남자,382,51.1
6966,3,여자,79,10.6
6966,2,법인및사업자,287,38.4
6968,1,남자,46,69.7
6968,3,여자,4,6.1
6968,2,법인및사업자,16,24.2
6969,1,남자,31,58.5
6969,3,여자,2,3.8
6969,2,법인및사업자,20,37.7
6970,1,남자,23,42.6
6970,3,여자,12,22.2
6970,2,법인및사업자,19,35.2
6971,2,남자,15,28.8
6971,3,여자,4,7.7
6971,1,법인및사업자,33,63.5
6972,2,남자,2,22.2
6972,3,여자,1,11.1
6972,1,법인및사업자,6,66.7
6973,1,남자,4,50
6973,3,여자,1,12.5
6973,2,법인및사업자,3,37.5
6975,1,남자,15,50
6975,3,여자,3,10
6975,2,법인및사업자,12,40
6976,2,남자,14,27.5
6976,3,여자,3,5.9
6976,1,법인및사업자,34,66.7
6977,2,남자,17,34.7
6977,3,여자,6,12.2
6977,1,법인및사업자,26,53.1
6978,1,남자,21,60
6978,3,여자,1,2.9
6978,2,법인및사업자,13,37.1
6980,2,남자,70,39.8
6980,3,여자,17,9.7
6980,1,법인및사업자,89,50.6
6981,2,남자,6,27.3
6981,1,법인및사업자,16,72.7
6982,1,남자,28,48.3
6982,3,여자,5,8.6
6982,2,법인및사업자,25,43.1
6983,1,남자,40,56.3
6983,3,여자,6,8.5
6983,2,법인및사업자,25,35.2
6984,2,남자,4,30.8
6984,1,법인및사업자,9,69.2
6986,2,남자,80,40.8
6986,3,여자,13,6.6
6986,1,법인및사업자,103,52.6
6987,2,남자,93,37.5
6987,3,여자,16,6.5
6987,1,법인및사업자,139,56
6988,2,남자,57,39.6
6988,3,여자,6,4.2
6988,1,법인및사업자,81,56.3
6989,2,남자,51,36.7
6989,3,여자,10,7.2
6989,1,법인및사업자,78,56.1
6990,2,남자,26,37.7
6990,3,여자,5,7.2
6990,1,법인및사업자,38,55.1
6991,2,남자,27,35.1
6991,3,여자,7,9.1
6991,1,법인및사업자,43,55.8
6997,1,남자,44,52.4
6997,3,여자,14,16.7
6997,2,법인및사업자,26,31
7000,1,남자,2,50
7000,2,법인및사업자,2,50
7001,1,남자,14,63.6
7001,3,여자,1,4.5
7001,2,법인및사업자,7,31.8
7002,2,남자,1,25
7002,1,법인및사업자,3,75
7003,1,남자,1,50
7003,2,법인및사업자,1,50
7004,1,남자,2,40
7004,3,여자,1,20
7004,2,법인및사업자,2,40
7005,1,남자,7,53.8
7005,3,여자,1,7.7
7005,2,법인및사업자,5,38.5
7006,1,남자,1,100
7007,1,남자,2,100
7008,1,법인및사업자,1,100
7009,2,남자,6,33.3
7009,3,여자,4,22.2
7009,1,법인및사업자,8,44.4
7010,1,법인및사업자,1,100
7011,1,남자,22,52.4
7011,3,여자,4,9.5
7011,2,법인및사업자,16,38.1
7012,2,남자,14,37.8
7012,3,여자,1,2.7
7012,1,법인및사업자,22,59.5
7013,2,남자,18,43.9
7013,3,여자,2,4.9
7013,1,법인및사업자,21,51.2
7016,1,남자,26,53.1
7016,3,여자,5,10.2
7016,2,법인및사업자,18,36.7
7019,1,남자,10,37
7019,3,여자,7,25.9
7019,2,법인및사업자,10,37
7020,1,남자,36,55.4
7020,3,여자,7,10.8
7020,2,법인및사업자,22,33.8
7022,1,남자,184,37.5
7022,3,여자,131,26.7
7022,2,법인및사업자,176,35.8
7023,1,남자,81,43.8
7023,3,여자,37,20
7023,2,법인및사업자,67,36.2
7024,1,남자,5,35.7
7024,3,여자,4,28.6
7024,2,법인및사업자,5,35.7
7026,1,남자,84,44.9
7026,3,여자,28,15
7026,2,법인및사업자,75,40.1
7027,1,남자,38,47.5
7027,3,여자,18,22.5
7027,2,법인및사업자,24,30
7028,1,남자,1,100
7030,1,남자,227,42.8
7030,3,여자,102,19.2
7030,2,법인및사업자,201,37.9
7032,1,남자,31,58.5
7032,3,여자,7,13.2
7032,2,법인및사업자,15,28.3
7033,2,남자,15,32.6
7033,3,여자,1,2.2
7033,1,법인및사업자,30,65.2
7037,1,남자,139,45.7
7037,3,여자,45,14.8
7037,2,법인및사업자,120,39.5
7038,1,남자,10,41.7
7038,3,여자,6,25
7038,2,법인및사업자,8,33.3
7039,1,법인및사업자,1,100
7040,2,남자,1,33.3
7040,1,법인및사업자,2,66.7
7042,1,남자,127,46.4
7042,3,여자,34,12.4
7042,2,법인및사업자,113,41.2
7043,2,남자,17,43.6
7043,3,여자,1,2.6
7043,1,법인및사업자,21,53.8
7044,1,남자,406,43.9
7044,3,여자,196,21.2
7044,2,법인및사업자,322,34.8
7045,1,남자,39,41.9
7045,3,여자,18,19.4
7045,2,법인및사업자,36,38.7
7047,2,남자,10,43.5
7047,3,여자,2,8.7
7047,1,법인및사업자,11,47.8
7048,2,남자,10,33.3
7048,1,여자,11,36.7
7048,3,법인및사업자,9,30
7049,1,남자,20,47.6
7049,3,여자,5,11.9
7049,2,법인및사업자,17,40.5
7050,2,여자,1,33.3
7050,1,법인및사업자,2,66.7
7051,2,남자,31,39.7
7051,3,여자,6,7.7
7051,1,법인및사업자,41,52.6
7052,1,남자,178,52.2
7052,3,여자,33,9.7
7052,2,법인및사업자,130,38.1
7053,2,남자,10,35.7
7053,3,여자,3,10.7
7053,1,법인및사업자,15,53.6
7054,2,남자,6,33.3
7054,3,여자,2,11.1
7054,1,법인및사업자,10,55.6
7055,1,남자,232,47.1
7055,3,여자,31,6.3
7055,2,법인및사업자,230,46.7
7056,2,남자,6,40
7056,1,법인및사업자,9,60
7057,1,남자,24,50
7057,3,여자,6,12.5
7057,2,법인및사업자,18,37.5
7059,1,남자,56,50.5
7059,3,여자,13,11.7
7059,2,법인및사업자,42,37.8
7060,1,남자,3,42.9
7060,3,여자,1,14.3
7060,2,법인및사업자,3,42.9
7061,1,남자,2,40
7061,2,여자,2,40
7061,3,법인및사업자,1,20
7062,2,남자,7,33.3
7062,3,여자,4,19
7062,1,법인및사업자,10,47.6
7063,1,남자,14,73.7
7063,3,여자,1,5.3
7063,2,법인및사업자,4,21.1
7065,2,여자,1,25
7065,1,법인및사업자,3,75
7067,1,남자,36,57.1
7067,3,여자,10,15.9
7067,2,법인및사업자,17,27
7069,1,남자,42,45.7
7069,3,여자,12,13
7069,2,법인및사업자,38,41.3
7070,1,남자,258,47.2
7070,3,여자,68,12.4
7070,2,법인및사업자,221,40.4
7071,2,남자,67,38.5
7071,3,여자,24,13.8
7071,1,법인및사업자,83,47.7
7073,2,남자,537,33.1
7073,3,여자,462,28.5
7073,1,법인및사업자,623,38.4
7074,3,남자,3,21.4
7074,2,여자,4,28.6
7074,1,법인및사업자,7,50
7075,2,남자,245,35.2
7075,3,여자,157,22.6
7075,1,법인및사업자,294,42.2
7076,1,남자,11,78.6
7076,2,여자,2,14.3
7076,3,법인및사업자,1,7.1
7077,1,남자,24,66.7
7077,3,여자,1,2.8
7077,2,법인및사업자,11,30.6
7079,2,남자,6,40
7079,3,여자,1,6.7
7079,1,법인및사업자,8,53.3
7080,1,남자,123,62.1
7080,3,여자,19,9.6
7080,2,법인및사업자,56,28.3
7081,1,남자,136,58.6
7081,3,여자,27,11.6
7081,2,법인및사업자,69,29.7
7082,1,남자,50,61
7082,3,여자,8,9.8
7082,2,법인및사업자,24,29.3
7083,1,남자,11,45.8
7083,3,여자,2,8.3
7083,2,법인및사업자,11,45.8
7084,2,남자,14,34.1
7084,3,여자,7,17.1
7084,1,법인및사업자,20,48.8
7085,2,남자,2,33.3
7085,3,여자,1,16.7
7085,1,법인및사업자,3,50
7086,1,남자,62,44.3
7086,3,여자,23,16.4
7086,2,법인및사업자,55,39.3
7087,3,남자,5,27.8
7087,1,여자,7,38.9
7087,2,법인및사업자,6,33.3
7088,1,남자,8,50
7088,3,여자,1,6.3
7088,2,법인및사업자,7,43.8
7089,1,법인및사업자,2,100
7090,1,남자,36,42.9
7090,3,여자,18,21.4
7090,2,법인및사업자,30,35.7
7091,2,남자,1,20
7091,1,법인및사업자,4,80
7092,2,남자,82,32.7
7092,3,여자,76,30.3
7092,1,법인및사업자,93,37.1
7093,1,남자,12,50
7093,3,여자,6,25
7093,2,법인및사업자,6,25
7094,1,남자,444,49.2
7094,3,여자,83,9.2
7094,2,법인및사업자,376,41.6
7095,1,법인및사업자,1,100
7096,1,남자,57,55.9
7096,3,여자,7,6.9
7096,2,법인및사업자,38,37.3
7097,1,남자,2,66.7
7097,2,법인및사업자,1,33.3
7098,2,남자,18,34
7098,3,여자,2,3.8
7098,1,법인및사업자,33,62.3
7099,1,남자,2,100
7100,1,법인및사업자,5,100
7102,2,남자,17,31.5
7102,3,여자,6,11.1
7102,1,법인및사업자,31,57.4
7103,1,남자,14,50
7103,3,여자,4,14.3
7103,2,법인및사업자,10,35.7
7104,3,남자,39,29.5
7104,2,여자,44,33.3
7104,1,법인및사업자,49,37.1
7105,1,남자,28,45.2
7105,3,여자,14,22.6
7105,2,법인및사업자,20,32.3
7106,1,남자,28,50.9
7106,3,여자,8,14.5
7106,2,법인및사업자,19,34.5
7107,2,남자,31,34.1
7107,3,여자,23,25.3
7107,1,법인및사업자,37,40.7
7108,1,법인및사업자,2,100
7109,2,남자,31,41.3
7109,3,여자,9,12
7109,1,법인및사업자,35,46.7
7112,1,남자,9,60
7112,3,여자,3,20
7112,2,법인및사업자,3,20
7113,2,남자,64,42.4
7113,3,여자,8,5.3
7113,1,법인및사업자,79,52.3
7114,2,남자,60,38
7114,3,여자,5,3.2
7114,1,법인및사업자,93,58.9
